excerpt,fold,utc,week,cluster
unit05/20150810203302_7:26:58,unit05,08h,Aug7,3
unit05/20150810203302_9:26:58,unit05,10h,Aug7,9
unit05/20151026223802_1:21:58,unit05,22h,Oct21,4
unit05/20151026223802_3:21:58,unit05,06h,Oct21,4
unit05/20151026223802_5:21:58,unit05,08h,Oct21,5
unit05/20151026223802_7:21:58,unit05,10h,Oct21,5
unit05/20151101223002_1:29:58,unit05,22h,Nov1,4
unit05/20151101223002_3:29:58,unit05,06h,Nov1,5
unit05/20151101223002_5:29:58,unit05,08h,Nov1,5
unit05/20151101223002_7:29:58,unit05,10h,Nov1,5
unit05/20150930231903_0:40:57,unit05,22h,Oct1,0
unit05/20150930231903_2:40:57,unit05,06h,Oct1,0
unit05/20150930231903_4:40:57,unit05,08h,Oct1,0
unit05/20150930231903_6:40:57,unit05,10h,Oct1,0
unit05/20151110222002_1:39:58,unit05,22h,Nov7,0
unit05/20151110222002_3:39:58,unit05,06h,Nov7,0
unit05/20151110222002_5:39:58,unit05,08h,Nov7,5
unit05/20151110222002_7:39:58,unit05,10h,Nov7,8
unit05/20150828001902_1:40:58,unit05,06h,Aug21,1
unit05/20150828001902_3:40:58,unit05,08h,Aug21,1
unit05/20150828001902_5:40:58,unit05,10h,Aug21,1
unit05/20151120221202_1:47:58,unit05,22h,Nov14,5
unit05/20151120221202_3:47:58,unit05,06h,Nov14,5
unit05/20151120221202_5:47:58,unit05,08h,Nov14,5
unit05/20151120221202_7:47:58,unit05,10h,Nov14,5
unit05/20151108222202_1:37:58,unit05,22h,Nov7,4
unit05/20151108222202_3:37:58,unit05,06h,Nov7,4
unit05/20151108222202_5:37:58,unit05,08h,Nov7,5
unit05/20151108222202_7:37:58,unit05,10h,Nov7,5
unit06/20151113221705_1:42:54,unit_04_06,22h,Nov7,0
unit06/20151113221705_3:42:54,unit_04_06,06h,Nov7,0
unit06/20151113221705_5:42:54,unit_04_06,08h,Nov7,0
unit06/20151113221705_7:42:54,unit_04_06,10h,Nov7,0
unit06/20151107222204_1:37:55,unit_04_06,22h,Nov1,5
unit06/20151107222204_3:37:55,unit_04_06,06h,Nov7,5
unit06/20151107222204_5:37:55,unit_04_06,08h,Nov7,5
unit06/20151107222204_7:37:55,unit_04_06,10h,Nov7,5
unit06/20150922233212_0:27:47,unit_04_06,22h,Sep21,5
unit06/20150922233212_2:27:47,unit_04_06,06h,Sep21,5
unit06/20150922233212_4:27:47,unit_04_06,08h,Sep21,5
unit06/20150922233212_6:27:47,unit_04_06,10h,Sep21,5
unit06/20151109222004_1:39:56,unit_04_06,22h,Nov7,5
unit06/20151109222004_3:39:56,unit_04_06,06h,Nov7,5
unit06/20151109222004_5:39:56,unit_04_06,08h,Nov7,5
unit06/20151109222004_7:39:56,unit_04_06,10h,Nov7,5
unit06/20151112221804_1:41:55,unit_04_06,22h,Nov7,0
unit06/20151112221804_3:41:55,unit_04_06,06h,Nov7,0
unit06/20151112221804_5:41:55,unit_04_06,08h,Nov7,5
unit06/20151112221804_7:41:55,unit_04_06,10h,Nov7,5
unit06/20151119221204_1:47:56,unit_04_06,22h,Nov14,5
unit06/20151119221204_3:47:56,unit_04_06,06h,Nov14,5
unit06/20151119221204_5:47:56,unit_04_06,08h,Nov14,5
unit06/20151119221204_7:47:56,unit_04_06,10h,Nov14,5
unit06/20151011225904_1:00:55,unit_04_06,22h,Oct7,5
unit06/20151011225904_3:00:55,unit_04_06,06h,Oct7,5
unit06/20151011225904_5:00:55,unit_04_06,08h,Oct7,5
unit06/20151011225904_7:00:55,unit_04_06,10h,Oct7,5
unit06/20151007230603_0:53:56,unit_04_06,22h,Oct1,5
unit06/20151007230603_2:53:56,unit_04_06,06h,Oct7,5
unit06/20151007230603_4:53:56,unit_04_06,08h,Oct7,5
unit06/20151007230603_6:53:56,unit_04_06,10h,Oct7,5
unit06/20151020224604_1:13:56,unit_04_06,22h,Oct14,5
unit06/20151020224604_3:13:56,unit_04_06,06h,Oct14,5
unit06/20151020224604_5:13:56,unit_04_06,08h,Oct14,5
unit06/20151020224604_7:13:56,unit_04_06,10h,Oct14,5
unit06/20151021224403_1:15:56,unit_04_06,22h,Oct14,5
unit06/20151021224403_3:15:56,unit_04_06,06h,Oct21,5
unit06/20151021224403_5:15:56,unit_04_06,08h,Oct21,5
unit06/20151021224403_7:15:56,unit_04_06,10h,Oct21,5
unit06/20150929232004_0:39:56,unit_04_06,22h,Sep21,0
unit06/20150929232004_2:39:56,unit_04_06,06h,Sep21,0
unit06/20150929232004_4:39:56,unit_04_06,08h,Sep21,0
unit06/20150929232004_6:39:56,unit_04_06,10h,Sep21,0
unit06/20151118221304_1:46:56,unit_04_06,22h,Nov14,4
unit06/20151118221304_3:46:56,unit_04_06,06h,Nov14,4
unit06/20151118221304_5:46:56,unit_04_06,08h,Nov14,4
unit06/20151118221304_7:46:56,unit_04_06,10h,Nov14,4
unit06/20151126220804_1:51:56,unit_04_06,22h,Nov21,5
unit06/20151126220804_3:51:56,unit_04_06,06h,Nov21,5
unit06/20151126220804_5:51:56,unit_04_06,08h,Nov21,5
unit06/20151126220804_7:51:56,unit_04_06,10h,Nov21,5
unit06/20151024224004_1:19:55,unit_04_06,22h,Oct21,0
unit06/20151024224004_3:19:55,unit_04_06,06h,Oct21,0
unit06/20151024224004_5:19:55,unit_04_06,08h,Oct21,0
unit06/20151024224004_7:19:55,unit_04_06,10h,Oct21,0
unit06/20151027223604_1:23:55,unit_04_06,22h,Oct21,5
unit06/20151027223604_3:23:55,unit_04_06,06h,Oct21,5
unit06/20151027223604_5:23:55,unit_04_06,08h,Oct21,5
unit06/20151027223604_7:23:55,unit_04_06,10h,Oct21,0
unit06/20150913234804_0:11:55,unit_04_06,22h,Sep7,5
unit06/20150913234804_2:11:55,unit_04_06,06h,Sep7,5
unit06/20150913234804_4:11:55,unit_04_06,08h,Sep7,5
unit06/20150913234804_6:11:55,unit_04_06,10h,Sep7,5
unit06/20151015225304_1:06:56,unit_04_06,22h,Oct14,5
unit06/20151015225304_3:06:56,unit_04_06,06h,Oct14,0
unit06/20151015225304_5:06:56,unit_04_06,08h,Oct14,0
unit06/20151015225304_7:06:56,unit_04_06,10h,Oct14,0
unit06/20151016225203_1:07:57,unit_04_06,22h,Oct14,5
unit06/20151016225203_3:07:57,unit_04_06,06h,Oct14,0
unit06/20151016225203_5:07:57,unit_04_06,08h,Oct14,5
unit06/20151016225203_7:07:57,unit_04_06,10h,Oct14,5
unit06/20151022224222_1:17:38,unit_04_06,22h,Oct21,5
unit06/20151022224222_3:17:38,unit_04_06,06h,Oct21,5
unit06/20151022224222_5:17:38,unit_04_06,08h,Oct21,5
unit06/20151022224222_7:17:38,unit_04_06,10h,Oct21,0
unit06/20151014225504_1:04:55,unit_04_06,22h,Oct7,5
unit06/20151014225504_3:04:55,unit_04_06,06h,Oct14,5
unit06/20151014225504_5:04:55,unit_04_06,08h,Oct14,5
unit06/20151014225504_7:04:55,unit_04_06,10h,Oct14,5
unit06/20151114221604_1:43:56,unit_04_06,22h,Nov14,5
unit06/20151114221604_3:43:56,unit_04_06,06h,Nov14,5
unit06/20151114221604_5:43:56,unit_04_06,08h,Nov14,5
unit06/20151114221604_7:43:56,unit_04_06,10h,Nov14,5
unit06/20151029223304_1:26:55,unit_04_06,22h,Oct21,4
unit06/20151029223304_3:26:55,unit_04_06,06h,Oct21,5
unit06/20151029223304_5:26:55,unit_04_06,08h,Oct21,5
unit06/20151029223304_7:26:55,unit_04_06,10h,Oct21,5
unit06/20150921233404_0:25:56,unit_04_06,22h,Sep21,5
unit06/20150921233404_2:25:56,unit_04_06,06h,Sep21,5
unit06/20150921233404_4:25:56,unit_04_06,08h,Sep21,5
unit06/20150921233404_6:25:56,unit_04_06,10h,Sep21,5
unit06/20151018224904_1:10:56,unit_04_06,22h,Oct14,5
unit06/20151018224904_3:10:56,unit_04_06,06h,Oct14,5
unit06/20151018224904_5:10:56,unit_04_06,08h,Oct14,5
unit06/20151018224904_7:10:56,unit_04_06,10h,Oct14,5
unit06/20151004231104_0:48:55,unit_04_06,22h,Oct1,5
unit06/20151004231104_2:48:55,unit_04_06,06h,Oct1,5
unit06/20151004231104_4:48:55,unit_04_06,08h,Oct1,5
unit06/20151004231104_6:48:55,unit_04_06,10h,Oct1,5
unit06/20151003231304_0:46:56,unit_04_06,22h,Oct1,0
unit06/20151003231304_2:46:56,unit_04_06,06h,Oct1,5
unit06/20151003231304_4:46:56,unit_04_06,08h,Oct1,5
unit06/20151003231304_6:46:56,unit_04_06,10h,Oct1,5
unit06/20151023224104_1:18:55,unit_04_06,22h,Oct21,5
unit06/20151023224104_3:18:55,unit_04_06,06h,Oct21,5
unit06/20151023224104_5:18:55,unit_04_06,08h,Oct21,5
unit06/20151023224104_7:18:55,unit_04_06,10h,Oct21,5
unit06/20151017225010_1:09:50,unit_04_06,22h,Oct14,5
unit06/20151017225010_3:09:50,unit_04_06,06h,Oct14,5
unit06/20151017225010_5:09:50,unit_04_06,08h,Oct14,5
unit06/20151017225010_7:09:50,unit_04_06,10h,Oct14,5
unit06/20151121221104_1:48:55,unit_04_06,22h,Nov14,0
unit06/20151121221104_3:48:55,unit_04_06,06h,Nov21,0
unit06/20151121221104_5:48:55,unit_04_06,08h,Nov21,0
unit06/20151121221104_7:48:55,unit_04_06,10h,Nov21,4
unit06/20151012225804_1:01:56,unit_04_06,22h,Oct7,5
unit06/20151012225804_3:01:56,unit_04_06,06h,Oct7,5
unit06/20151012225804_5:01:56,unit_04_06,08h,Oct7,5
unit06/20151012225804_7:01:56,unit_04_06,10h,Oct7,5
unit06/20151124220904_1:50:56,unit_04_06,22h,Nov21,5
unit06/20151124220904_3:50:56,unit_04_06,06h,Nov21,5
unit06/20151124220904_5:50:56,unit_04_06,08h,Nov21,5
unit06/20151124220904_7:50:56,unit_04_06,10h,Nov21,5
unit06/20151111221804_1:41:55,unit_04_06,22h,Nov7,0
unit06/20151111221804_3:41:55,unit_04_06,06h,Nov7,5
unit06/20151111221804_5:41:55,unit_04_06,08h,Nov7,5
unit06/20151111221804_7:41:55,unit_04_06,10h,Nov7,5
unit06/20151013225604_1:03:55,unit_04_06,22h,Oct7,5
unit06/20151013225604_3:03:55,unit_04_06,06h,Oct7,5
unit06/20151013225604_5:03:55,unit_04_06,08h,Oct7,5
unit06/20151013225604_7:03:55,unit_04_06,10h,Oct7,5
unit06/20150918233910_0:20:50,unit_04_06,22h,Sep14,5
unit06/20150918233910_2:20:50,unit_04_06,06h,Sep14,5
unit06/20150918233910_4:20:50,unit_04_06,08h,Sep14,5
unit06/20150918233910_6:20:50,unit_04_06,10h,Sep14,5
unit06/20151110221904_1:40:56,unit_04_06,22h,Nov7,0
unit06/20151110221904_3:40:56,unit_04_06,06h,Nov7,0
unit06/20151110221904_5:40:56,unit_04_06,08h,Nov7,0
unit06/20151110221904_7:40:56,unit_04_06,10h,Nov7,0
unit06/20151006230804_0:51:56,unit_04_06,22h,Oct1,5
unit06/20151006230804_2:51:56,unit_04_06,06h,Oct1,5
unit06/20151006230804_4:51:56,unit_04_06,08h,Oct1,5
unit06/20151006230804_6:51:56,unit_04_06,10h,Oct1,5
unit06/20151125220804_1:51:56,unit_04_06,22h,Nov21,4
unit06/20151125220804_3:51:56,unit_04_06,06h,Nov21,5
unit06/20151125220804_5:51:56,unit_04_06,08h,Nov21,4
unit06/20151125220804_7:51:56,unit_04_06,10h,Nov21,5
unit06/20151001231604_0:43:56,unit_04_06,22h,Oct1,5
unit06/20151001231604_2:43:56,unit_04_06,06h,Oct1,5
unit06/20151001231604_4:43:56,unit_04_06,08h,Oct1,5
unit06/20151001231604_6:43:56,unit_04_06,10h,Oct1,5
unit06/20150916234304_0:16:56,unit_04_06,22h,Sep14,5
unit06/20150916234304_2:16:56,unit_04_06,06h,Sep14,5
unit06/20150916234304_4:16:56,unit_04_06,08h,Sep14,5
unit06/20150916234304_6:16:56,unit_04_06,10h,Sep14,5
unit06/20151028223405_1:25:54,unit_04_06,22h,Oct21,5
unit06/20151028223405_3:25:54,unit_04_06,06h,Oct21,5
unit06/20151028223405_5:25:54,unit_04_06,08h,Oct21,0
unit06/20151028223405_7:25:54,unit_04_06,10h,Oct21,5
unit06/20151026223704_1:22:55,unit_04_06,22h,Oct21,5
unit06/20151026223704_3:22:55,unit_04_06,06h,Oct21,5
unit06/20151026223704_5:22:55,unit_04_06,08h,Oct21,5
unit06/20151026223704_7:22:55,unit_04_06,10h,Oct21,5
unit06/20151127220803_1:51:57,unit_04_06,22h,Nov21,5
unit06/20151127220803_3:51:57,unit_04_06,06h,Nov21,5
unit06/20151127220803_5:51:57,unit_04_06,08h,Nov21,0
unit06/20151127220803_7:51:57,unit_04_06,10h,Nov21,0
unit06/20151116221404_1:45:55,unit_04_06,22h,Nov14,5
unit06/20151116221404_3:45:55,unit_04_06,06h,Nov14,5
unit06/20151116221404_5:45:55,unit_04_06,08h,Nov14,5
unit06/20151116221404_7:45:55,unit_04_06,10h,Nov14,5
unit06/20151120221104_1:48:55,unit_04_06,22h,Nov14,5
unit06/20151120221104_3:48:55,unit_04_06,06h,Nov14,5
unit06/20151120221104_5:48:55,unit_04_06,08h,Nov14,5
unit06/20151120221104_7:48:55,unit_04_06,10h,Nov14,5
unit06/20151107034405_0:15:54,unit_04_06,08h,Nov1,5
unit06/20151107034405_2:15:54,unit_04_06,10h,Nov1,5
unit06/20151002231503_0:44:57,unit_04_06,22h,Oct1,5
unit06/20151002231503_2:44:57,unit_04_06,06h,Oct1,5
unit06/20151002231503_4:44:57,unit_04_06,08h,Oct1,5
unit06/20151002231503_6:44:57,unit_04_06,10h,Oct1,5
unit06/20151025223804_1:21:56,unit_04_06,22h,Oct21,5
unit06/20151025223804_3:21:56,unit_04_06,06h,Oct21,5
unit06/20151025223804_5:21:56,unit_04_06,08h,Oct21,5
unit06/20151025223804_7:21:56,unit_04_06,10h,Oct21,5
unit06/20151108222103_1:38:56,unit_04_06,22h,Nov7,5
unit06/20151108222103_3:38:56,unit_04_06,06h,Nov7,5
unit06/20151108222103_5:38:56,unit_04_06,08h,Nov7,5
unit06/20151108222103_7:38:56,unit_04_06,10h,Nov7,5
unit06/20151122221004_1:49:55,unit_04_06,22h,Nov21,5
unit06/20151122221004_3:49:55,unit_04_06,06h,Nov21,5
unit06/20151122221004_5:49:55,unit_04_06,08h,Nov21,5
unit06/20151122221004_7:49:55,unit_04_06,10h,Nov21,5
unit06/20151008230404_0:55:56,unit_04_06,22h,Oct7,5
unit06/20151008230404_2:55:56,unit_04_06,06h,Oct7,5
unit06/20151008230404_4:55:56,unit_04_06,08h,Oct7,5
unit06/20151008230404_6:55:56,unit_04_06,10h,Oct7,5
unit06/20150930231804_0:41:55,unit_04_06,22h,Sep21,0
unit06/20150930231804_2:41:55,unit_04_06,06h,Oct1,0
unit06/20150930231804_4:41:55,unit_04_06,08h,Oct1,5
unit06/20150930231804_6:41:55,unit_04_06,10h,Oct1,5
unit06/20150918001504_1:44:56,unit_04_06,06h,Sep14,8
unit06/20150918001504_3:44:56,unit_04_06,08h,Sep14,5
unit06/20150918001504_5:44:56,unit_04_06,10h,Sep14,5
unit06/20151115221504_1:44:55,unit_04_06,22h,Nov14,5
unit06/20151115221504_3:44:55,unit_04_06,06h,Nov14,5
unit06/20151115221504_5:44:55,unit_04_06,08h,Nov14,5
unit06/20151115221504_7:44:55,unit_04_06,10h,Nov14,5
unit06/20151009230304_0:56:55,unit_04_06,22h,Oct7,0
unit06/20151009230304_2:56:55,unit_04_06,06h,Oct7,0
unit06/20151009230304_4:56:55,unit_04_06,08h,Oct7,5
unit06/20151009230304_6:56:55,unit_04_06,10h,Oct7,5
unit06/20151010230103_0:58:57,unit_04_06,22h,Oct7,5
unit06/20151010230103_2:58:57,unit_04_06,06h,Oct7,5
unit06/20151010230103_4:58:57,unit_04_06,08h,Oct7,5
unit06/20151010230103_6:58:57,unit_04_06,10h,Oct7,5
unit06/20151123220905_1:50:55,unit_04_06,22h,Nov21,5
unit06/20151123220905_3:50:55,unit_04_06,06h,Nov21,5
unit06/20151123220905_5:50:55,unit_04_06,08h,Nov21,5
unit06/20151123220905_7:50:55,unit_04_06,10h,Nov21,5
unit06/20151019224704_1:12:55,unit_04_06,22h,Oct14,0
unit06/20151019224704_3:12:55,unit_04_06,06h,Oct14,0
unit06/20151019224704_5:12:55,unit_04_06,08h,Oct14,5
unit06/20151019224704_7:12:55,unit_04_06,10h,Oct14,5
unit06/20151005230905_0:50:55,unit_04_06,22h,Oct1,5
unit06/20151005230905_2:50:55,unit_04_06,06h,Oct1,5
unit06/20151005230905_4:50:55,unit_04_06,08h,Oct1,5
unit06/20151005230905_6:50:55,unit_04_06,10h,Oct1,5
unit07/20150810201103_1:48:57,unit07,22h,Aug7,5
unit07/20150810201103_3:48:57,unit07,22h,Aug7,5
unit07/20150810201103_5:48:57,unit07,06h,Aug7,5
unit07/20150810201103_7:48:57,unit07,08h,Aug7,5
unit07/20150810201103_9:48:57,unit07,10h,Aug7,5
unit07/20151027224212_1:17:48,unit07,22h,Oct21,4
unit07/20151027224212_3:17:48,unit07,06h,Oct21,4
unit07/20151027224212_5:17:48,unit07,08h,Oct21,4
unit07/20151027224212_7:17:48,unit07,10h,Oct21,0
unit07/20151027224212_9:17:48,unit07,22h,Oct21,4
unit07/20150905000502_1:54:58,unit07,06h,Sep1,2
unit07/20150905000502_3:54:58,unit07,08h,Sep1,2
unit07/20150905000502_5:54:58,unit07,10h,Sep1,2
unit07/20150917234202_0:17:58,unit07,22h,Sep14,4
unit07/20150917234202_2:17:58,unit07,06h,Sep14,4
unit07/20150917234202_4:17:58,unit07,08h,Sep14,4
unit07/20150917234202_6:17:58,unit07,10h,Sep14,4
unit07/20151117221303_1:46:57,unit07,22h,Nov14,4
unit07/20151117221303_3:46:57,unit07,06h,Nov14,4
unit07/20151117221303_5:46:57,unit07,08h,Nov14,4
unit07/20151117221303_7:46:57,unit07,10h,Nov14,4
unit07/20150928232202_0:37:58,unit07,22h,Sep21,0
unit07/20150928232202_2:37:58,unit07,06h,Sep21,0
unit07/20150928232202_4:37:58,unit07,08h,Sep21,0
unit07/20150928232202_6:37:58,unit07,10h,Sep21,0
unit07/20150829001703_1:42:57,unit07,06h,Aug21,4
unit07/20150829001703_3:42:57,unit07,08h,Aug21,4
unit07/20150829001703_5:42:57,unit07,10h,Aug21,4
unit07/20150909235603_0:03:57,unit07,22h,Sep7,0
unit07/20150909235603_2:03:57,unit07,06h,Sep7,6
unit07/20150909235603_4:03:57,unit07,08h,Sep7,6
unit07/20150909235603_6:03:57,unit07,10h,Sep7,6
unit07/20151023224102_1:18:58,unit07,22h,Oct21,4
unit07/20151023224102_3:18:58,unit07,06h,Oct21,4
unit07/20151023224102_5:18:58,unit07,08h,Oct21,4
unit07/20151023224102_7:18:58,unit07,10h,Oct21,4
unit07/20151113221702_1:42:58,unit07,22h,Nov7,4
unit07/20151113221702_3:42:58,unit07,06h,Nov7,4
unit07/20151113221702_5:42:58,unit07,08h,Nov7,4
unit07/20151113221702_7:42:58,unit07,10h,Nov7,4
unit07/20151028223503_1:24:57,unit07,22h,Oct21,0
unit07/20151028223503_3:24:57,unit07,06h,Oct21,0
unit07/20151028223503_5:24:57,unit07,08h,Oct21,0
unit07/20151028223503_7:24:57,unit07,10h,Oct21,4
unit07/20151118221302_1:46:58,unit07,22h,Nov14,4
unit07/20151118221302_3:46:58,unit07,06h,Nov14,4
unit07/20151118221302_5:46:58,unit07,08h,Nov14,4
unit07/20151118221302_7:46:58,unit07,10h,Nov14,4
unit07/20150902001002_1:49:58,unit07,06h,Sep1,6
unit07/20150902001002_3:49:58,unit07,08h,Sep1,3
unit07/20150902001002_5:49:58,unit07,10h,Sep1,3
unit07/20151016225202_1:07:58,unit07,22h,Oct14,4
unit07/20151016225202_3:07:58,unit07,06h,Oct14,4
unit07/20151016225202_5:07:58,unit07,08h,Oct14,0
unit07/20151016225202_7:07:58,unit07,10h,Oct14,4
unit07/20151110222003_1:39:57,unit07,22h,Nov7,0
unit07/20151110222003_3:39:57,unit07,06h,Nov7,0
unit07/20151110222003_5:39:57,unit07,08h,Nov7,0
unit07/20151110222003_7:39:57,unit07,10h,Nov7,0
unit07/20151107222302_1:36:58,unit07,22h,Nov7,4
unit07/20151107222302_3:36:58,unit07,06h,Nov7,4
unit07/20151107222302_5:36:58,unit07,08h,Nov7,4
unit07/20151107222302_7:36:58,unit07,10h,Nov7,4
unit07/20150916234302_0:16:58,unit07,22h,Sep14,4
unit07/20150916234302_2:16:58,unit07,06h,Sep14,4
unit07/20150916234302_4:16:58,unit07,08h,Sep14,1
unit07/20150916234302_6:16:58,unit07,10h,Sep14,4
unit07/20151102222802_1:31:58,unit07,22h,Nov1,4
unit07/20151102222802_3:31:58,unit07,06h,Nov1,4
unit07/20151102222802_5:31:58,unit07,08h,Nov1,4
unit07/20151102222802_7:31:58,unit07,10h,Nov1,4
unit07/20151108222202_1:37:58,unit07,22h,Nov7,4
unit07/20151108222202_3:37:58,unit07,06h,Nov7,4
unit07/20151108222202_5:37:58,unit07,08h,Nov7,4
unit07/20151108222202_7:37:58,unit07,10h,Nov7,4
unit07/20151031223102_1:28:58,unit07,22h,Nov1,4
unit07/20151031223102_3:28:58,unit07,06h,Nov1,4
unit07/20151031223102_5:28:58,unit07,08h,Nov1,4
unit07/20151031223102_7:28:58,unit07,10h,Nov1,0
unit07/20150923233103_0:28:57,unit07,22h,Sep21,4
unit07/20150923233103_2:28:57,unit07,06h,Sep21,4
unit07/20150923233103_4:28:57,unit07,08h,Sep21,4
unit07/20150923233103_6:28:57,unit07,10h,Sep21,4
unit07/20151127220803_1:51:57,unit07,22h,Nov21,4
unit07/20151127220803_3:51:57,unit07,06h,Nov21,4
unit07/20151127220803_5:51:57,unit07,08h,Nov21,0
unit07/20151127220803_7:51:57,unit07,10h,Nov21,0
unit07/20151112221802_1:41:58,unit07,22h,Nov7,4
unit07/20151112221802_3:41:58,unit07,06h,Nov7,4
unit07/20151112221802_5:41:58,unit07,08h,Nov7,4
unit07/20151112221802_7:41:58,unit07,10h,Nov7,4
unit07/20150824002602_1:33:58,unit07,06h,Aug21,4
unit07/20150824002602_3:33:58,unit07,08h,Aug21,4
unit07/20150824002602_5:33:58,unit07,10h,Aug21,4
unit07/20151013225702_1:02:58,unit07,22h,Oct7,4
unit07/20151013225702_3:02:58,unit07,06h,Oct7,4
unit07/20151013225702_5:02:58,unit07,08h,Oct7,4
unit07/20151013225702_7:02:58,unit07,10h,Oct7,4
unit07/20151128220703_1:52:57,unit07,22h,Nov21,4
unit07/20151128220703_3:52:57,unit07,06h,Nov21,4
unit07/20151128220703_5:52:57,unit07,08h,Nov21,4
unit07/20151128220703_7:52:57,unit07,10h,Nov21,5
unit07/20151018224902_1:10:58,unit07,22h,Oct14,4
unit07/20151018224902_3:10:58,unit07,06h,Oct14,4
unit07/20151018224902_5:10:58,unit07,08h,Oct14,4
unit07/20151018224902_7:10:58,unit07,10h,Oct14,4
unit07/20151010230103_0:58:57,unit07,22h,Oct7,4
unit07/20151010230103_2:58:57,unit07,06h,Oct7,4
unit07/20151010230103_4:58:57,unit07,08h,Oct7,4
unit07/20151010230103_6:58:57,unit07,10h,Oct7,4
unit07/20151119221202_1:47:58,unit07,22h,Nov14,4
unit07/20151119221202_3:47:58,unit07,06h,Nov14,4
unit07/20151119221202_5:47:58,unit07,08h,Nov14,4
unit07/20151119221202_7:47:58,unit07,10h,Nov14,4
unit07/20150823002702_1:32:58,unit07,06h,Aug21,4
unit07/20150823002702_3:32:58,unit07,08h,Aug21,1
unit07/20150823002702_5:32:58,unit07,10h,Aug21,1
unit07/20151005231003_0:49:56,unit07,22h,Oct1,4
unit07/20151005231003_2:49:56,unit07,06h,Oct1,4
unit07/20151005231003_4:49:56,unit07,08h,Oct1,4
unit07/20151005231003_6:49:56,unit07,10h,Oct1,4
unit07/20151124220903_1:50:57,unit07,22h,Nov21,4
unit07/20151124220903_3:50:57,unit07,06h,Nov21,4
unit07/20151124220903_5:50:57,unit07,08h,Nov21,4
unit07/20151124220903_7:50:57,unit07,10h,Nov21,4
unit07/20150920233603_0:23:56,unit07,22h,Sep14,4
unit07/20150920233603_2:23:56,unit07,06h,Sep14,4
unit07/20150920233603_4:23:56,unit07,08h,Sep14,4
unit07/20150920233603_6:23:56,unit07,10h,Sep14,4
unit07/20151006230803_0:51:57,unit07,22h,Oct1,4
unit07/20151006230803_2:51:57,unit07,06h,Oct1,4
unit07/20151006230803_4:51:57,unit07,08h,Oct1,7
unit07/20151006230803_6:51:57,unit07,10h,Oct1,4
unit07/20150906000304_1:56:56,unit07,06h,Sep1,6
unit07/20150906000304_3:56:56,unit07,08h,Sep1,6
unit07/20150906000304_5:56:56,unit07,10h,Sep1,6
unit07/20151030223202_1:27:58,unit07,22h,Oct21,4
unit07/20151030223202_3:27:58,unit07,06h,Oct21,4
unit07/20151030223202_5:27:58,unit07,08h,Oct21,4
unit07/20151030223202_7:27:58,unit07,10h,Oct21,4
unit07/20151002231502_0:44:58,unit07,22h,Oct1,4
unit07/20151002231502_2:44:58,unit07,06h,Oct1,4
unit07/20151002231502_4:44:58,unit07,08h,Oct1,4
unit07/20151002231502_6:44:58,unit07,10h,Oct1,4
unit07/20151026223702_1:22:58,unit07,22h,Oct21,4
unit07/20151026223702_3:22:58,unit07,06h,Oct21,4
unit07/20151026223702_5:22:58,unit07,08h,Oct21,4
unit07/20151026223702_7:22:58,unit07,10h,Oct21,4
unit07/20151025223902_1:20:58,unit07,22h,Oct21,4
unit07/20151025223902_3:20:58,unit07,06h,Oct21,4
unit07/20151025223902_5:20:58,unit07,08h,Oct21,4
unit07/20151025223902_7:20:58,unit07,10h,Oct21,4
unit07/20151012225803_1:01:57,unit07,22h,Oct7,4
unit07/20151012225803_3:01:57,unit07,06h,Oct7,0
unit07/20151012225803_5:01:57,unit07,08h,Oct7,0
unit07/20151012225803_7:01:57,unit07,10h,Oct7,4
unit07/20150922233302_0:26:58,unit07,22h,Sep21,4
unit07/20150922233302_2:26:58,unit07,06h,Sep21,4
unit07/20150922233302_4:26:58,unit07,08h,Sep21,4
unit07/20150922233302_6:26:58,unit07,10h,Sep21,4
unit07/20150930231802_0:41:58,unit07,22h,Oct1,4
unit07/20150930231802_2:41:58,unit07,06h,Oct1,4
unit07/20150930231802_4:41:58,unit07,08h,Oct1,7
unit07/20150930231802_6:41:58,unit07,10h,Oct1,7
unit07/20151126220802_1:51:58,unit07,22h,Nov21,4
unit07/20151126220802_3:51:58,unit07,06h,Nov21,4
unit07/20151126220802_5:51:58,unit07,08h,Nov21,4
unit07/20151126220802_7:51:58,unit07,10h,Nov21,4
unit07/20150911235204_0:07:55,unit07,22h,Sep7,4
unit07/20150911235204_2:07:55,unit07,06h,Sep7,4
unit07/20150911235204_4:07:55,unit07,08h,Sep7,1
unit07/20150911235204_6:07:55,unit07,10h,Sep7,4
unit07/20151104222602_1:33:58,unit07,22h,Nov1,4
unit07/20151104222602_3:33:58,unit07,06h,Nov1,4
unit07/20151104222602_5:33:58,unit07,08h,Nov1,4
unit07/20151104222602_7:33:58,unit07,10h,Nov1,4
unit07/20150924232903_0:30:56,unit07,22h,Sep21,4
unit07/20150924232903_2:30:56,unit07,06h,Sep21,4
unit07/20150924232903_4:30:56,unit07,08h,Sep21,4
unit07/20150924232903_6:30:56,unit07,10h,Sep21,4
unit07/20150901001202_1:47:58,unit07,06h,Sep1,6
unit07/20150901001202_3:47:58,unit07,08h,Sep1,6
unit07/20150901001202_5:47:58,unit07,10h,Sep1,3
unit07/20150831001403_1:45:57,unit07,06h,Aug21,6
unit07/20150831001403_3:45:57,unit07,08h,Aug21,6
